Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
cotton-canvas-adopt-red-duffle-bag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0760/5531/products/REDADOPT-DUFFLE-1000_IMG5_fa5f240b-7583-499e-a7d6-562df67450a2.jpeg?v=1426894603,,,,,,,,,,,,,,,,,,,
cotton-canvas-adopt-navy-duffle-bag,Cotton Canvas 'Adopt' Navy Duffle Bag,"This listing is for one navy 'Adopt' duffle bag. Live large and pack light with this canvas duffel bag. Features an adjustable shoulder strap, plus one internal pocket and one outer pocket.<br><br>100% Cotton Canvas<br>21\"" length x 6.5\"" width x 13.5\"" height<br>Unisex design<br><br>This is a great way to promote animal rescue. A portion of proceeds goes to animal rescue organizations around the country. :)  ",The Loving Paw,Duffle Bag,Duffle Bag,TRUE,Title,Default Title,,,,,NAVYADOPT-DUFFLE-1000,226,shopify,2,deny,manual,38,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/NAVYADOPT-DUFFLE-1000_IMG1_79d4c5a6-ffc5-45f0-bf33-a1c69ff6f785.jpeg?v=1426894607,,FALSE,,,,,,,,,,,,,,,,,lb
cotton-canvas-adopt-navy-duffle-bag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0760/5531/products/NAVYADOPT-DUFFLE-1000_IMG2_e9b25f91-7f3a-4916-b933-71dde8b0d1f2.jpeg?v=1426894607,,,,,,,,,,,,,,,,,,,
cotton-canvas-adopt-navy-duffle-bag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0760/5531/products/NAVYADOPT-DUFFLE-1000_IMG3_fe6b49f3-d226-4438-97d2-d1005501c12a.jpeg?v=1426894607,,,,,,,,,,,,,,,,,,,
cotton-canvas-adopt-navy-duffle-bag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0760/5531/products/NAVYADOPT-DUFFLE-1000_IMG4_8e8ea46e-8d55-4195-95c2-0c55750a157f.jpeg?v=1426894607,,,,,,,,,,,,,,,,,,,
cotton-canvas-adopt-navy-duffle-bag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0760/5531/products/NAVYADOPT-DUFFLE-1000_IMG5_638e6652-a2f3-4390-8d14-141a3a8db0fa.jpeg?v=1426894607,,,,,,,,,,,,,,,,,,,
custom-hand-stamped-copper-pet-id-tag-doghouse,Custom Hand Stamped Copper Pet ID Tag - Doghouse,"This listing is for one personalized pet id tag. It is made of copper &amp; is lightweight for your pet's comfort. This doghouse tag is a unique style and one of our best sellers!<br><br>In your order, please include:<br><br>1. Your pet's name<br>2. A telephone number <br><br>If there is something that you would like that you don't see, please feel free to message me. I would be happy to work with you to create a custom piece.<br><br>* A percentage of each order goes to animal rescue organizations *<br><br>",The Loving Paw,ID Tag,ID Tag,TRUE,Add-on a Charm (+ $3.00),No Charm,Add Swarovski Crystal Birthstone Charm (+ $3.00),No Birthstone,,,COPPERDOGHOUSE-TAG-1000,55,shopify,8,deny,manual,12,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/COPPERDOGHOUSE-TAG-1000_IMG1_b8f8558f-483a-45bd-9c22-35548555bf6d.jpeg?v=1426894609,,FALSE,Hand Stamped Customizable Copper Doghouse Pet ID Tag. Personalize Your Own Today! ,"The Loving Paw's Assortment of Hand Stamped, Customizable, Tag Line ID's Will Adorn Your Pet While Supporting Animal Rescue Organizations With Every Order.",,,,,,,,,,,,,,,lb
custom-hand-stamped-copper-pet-id-tag-doghouse,,,,,,,,No Charm,,Add Birthstone,,,COPPERDOGHOUSE-TAG-1001,55,shopify,8,deny,manual,15,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/COPPERDOGHOUSE-TAG-1000_IMG2_55344fa2-5738-4375-ab1e-245122bec992.jpeg?v=1426894609,,,,,,,,,,,,,,,,,,,lb
custom-hand-stamped-copper-pet-id-tag-doghouse,,,,,,,,Add Charm,,No Birthstone,,,COPPERDOGHOUSE-TAG-1002,55,shopify,8,deny,manual,15,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
custom-hand-stamped-copper-pet-id-tag-doghouse,,,,,,,,Add Charm,,Add Birthstone,,,COPPERDOGHOUSE-TAG-1003,55,shopify,8,deny,manual,18,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
swarovski-crystal-birthstone-add-on-charm,Swarovski Crystal Birthstone Add-On Charm,This listing is for one birthstone charm to be added to your order with The Loving Paw. Make your pet feel special by adding their special crystal to their tag!<br><br>Please choose the month's color that you'd like from the drop-down menu.<br><br>This item can only be added with the purchase of a tag or bracelet.,The Loving Paw,Charm,Charm,TRUE,Select Birthstone Charm,January - Garnet,,,,,BIRTHSTONE-CHARM-1000,5,shopify,29,deny,manual,3,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/BIRTHSTONE-CHARM-1000_IMG1_429b5bc6-13be-4282-9813-0e35fe0ae551.jpeg?v=1426894612,,FALSE,Add a Swarovski Crystal Birthstone Charm to Your TLP Order!,"Add Even More Customizations to The Loving Paws' ID Tags, Bangles, or Bracelets with Added Charms",,,,,,,,,,,,,,,lb
swarovski-crystal-birthstone-add-on-charm,,,,,,,,February - Amethyst,,,,,BIRTHSTONE-CHARM-1001,5,shopify,29,deny,manual,3,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/BIRTHSTONE-CHARM-1000_IMG2_60d292db-b7bd-4c7a-9f75-6c52088f7c95.jpeg?v=1426894612,,,,,,,,,,,,,,,,,,,lb
swarovski-crystal-birthstone-add-on-charm,,,,,,,,March - Aquamarine,,,,,BIRTHSTONE-CHARM-1002,5,shopify,29,deny,manual,3,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/BIRTHSTONE-CHARM-1000_IMG3_5d41a901-de79-45c6-bb4a-18244999d907.jpeg?v=1426894612,,,,,,,,,,,,,,,,,,,lb
swarovski-crystal-birthstone-add-on-charm,,,,,,,,April - Crystal,,,,,BIRTHSTONE-CHARM-1003,5,shopify,29,deny,manual,3,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/BIRTHSTONE-CHARM-1000_IMG4_2fd1bef9-e001-4b9b-8110-b9a73173c8e7.jpeg?v=1426894612,,,,,,,,,,,,,,,,,,,lb
swarovski-crystal-birthstone-add-on-charm,,,,,,,,May - Emerald,,,,,BIRTHSTONE-CHARM-1004,5,shopify,29,deny,manual,3,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/BIRTHSTONE-CHARM-1000_IMG5_3b38fafa-3359-417f-8fbf-c98200ada78d.jpeg?v=1426894612,,,,,,,,,,,,,,,,,,,lb
swarovski-crystal-birthstone-add-on-charm,,,,,,,,June - Pearl,,,,,BIRTHSTONE-CHARM-1005,5,shopify,29,deny,manual,3,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
swarovski-crystal-birthstone-add-on-charm,,,,,,,,July - Ruby,,,,,BIRTHSTONE-CHARM-1006,5,shopify,29,deny,manual,3,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
swarovski-crystal-birthstone-add-on-charm,,,,,,,,August - Peridot,,,,,BIRTHSTONE-CHARM-1007,5,shopify,29,deny,manual,3,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
swarovski-crystal-birthstone-add-on-charm,,,,,,,,September - Sapphire,,,,,BIRTHSTONE-CHARM-1008,5,shopify,29,deny,manual,3,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
swarovski-crystal-birthstone-add-on-charm,,,,,,,,October - Opal,,,,,BIRTHSTONE-CHARM-1009,5,shopify,29,deny,manual,3,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
swarovski-crystal-birthstone-add-on-charm,,,,,,,,November - Topaz,,,,,BIRTHSTONE-CHARM-1010,5,shopify,29,deny,manual,3,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
swarovski-crystal-birthstone-add-on-charm,,,,,,,,December - Turquoise,,,,,BIRTHSTONE-CHARM-1011,5,shopify,29,deny,manual,3,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
add-on-charm,Add-On Charm,This listing is for one charm to be added to your order with The Loving Paw. Make your pet feel special by adding a special piece to their tag!<br><br>Please choose the charm that you'd like from the drop-down menu.<br><br>This item can only be added with the purchase of a tag or bracelet.,The Loving Paw,Charm,Charm,TRUE,Select a Charm,Baseball,,,,,ADD-ON-CHARM-1000,5,shopify,12,deny,manual,3,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/ADD-ON-CHARM-1000_IMG1_07e5885a-8983-4d50-8890-c6c11f9f7b63.jpeg?v=1426894615,,FALSE,Add an Additional Charm to Your TLP Order!,"Add Even More Customizations to The Loving Paws' ID Tags, Bangles, or Bracelets with Added Charms",,,,,,,,,,,,,,,lb
add-on-charm,,,,,,,,Baseball Hat,,,,,ADD-ON-CHARM-1001,5,shopify,12,deny,manual,3,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/ADD-ON-CHARM-1000_IMG2_7ccf4534-fbcd-47f9-81a6-7c66c945705e.jpeg?v=1426894615,,,,,,,,,,,,,,,,,,,lb
add-on-charm,,,,,,,,Top Dog Bone,,,,,ADD-ON-CHARM-1002,5,shopify,12,deny,manual,3,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/ADD-ON-CHARM-1000_IMG3_4cce6260-8705-4796-91ac-e15cc56e5fef.jpeg?v=1426894615,,,,,,,,,,,,,,,,,,,lb
add-on-charm,,,,,,,,Silver Dog Bone,,,,,ADD-ON-CHARM-1003,5,shopify,12,deny,manual,3,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/ADD-ON-CHARM-1000_IMG4_bd9438fc-59cf-45e5-8456-7c44fc0fb850.jpeg?v=1426894615,,,,,,,,,,,,,,,,,,,lb
add-on-charm,,,,,,,,Fish Bone,,,,,ADD-ON-CHARM-1004,5,shopify,12,deny,manual,3,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
hand-stamped-i-rescued-them-id-tag,Hand Stamped I Rescued Them Pet ID Tag,"18G Copper 1"" x 1 1/4"" doghouse. It can be worn by itself or added to your pet's current tags. Please specify if you'd like the tag to say:<br><br>• them<br>• him<br>• her<br>• other (please include)<br><br>If there is something that you would like that you don't see, please feel free to message me. I would be happy to work with you to create a custom piece.<br><br>* A percentage of each order goes to animal rescue organizations *<br><br>Gift wrapping for this item is available here:<br><a href=""http://www.etsy.com/listing/153027723/gift-wrapping-add-on?ref=shop_home_active"" target=""_blank"">http://www.etsy.com/listing/153027723/gift-wrapping-add-on?ref=shop_home_active</a>",The Loving Paw,ID Tag,ID Tag,TRUE,Desired Stamp,"""i  rescued them""",Add-on a Charm (+ $3.00),No Charm,Add Swarovski Crystal Birthstone Charm (+ $3.00),No Birthstone,IRESCUEDTHEM-TAG-1000,56,shopify,1,deny,manual,12,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/IRESCUEDTHEM-TAG-1000_IMG1_05a1931b-6ddb-49ab-b2de-2f3291f80de1.jpeg?v=1426894618,,FALSE,Hand Stamped Customizable 'I rescued them' Pet ID Tag. Personalize Your Own Today! ,"The Loving Paw's Assortment of Hand Stamped, Customizable, Tag Line ID's Will Adorn Your Pet While Supporting Animal Rescue Organizations With Every Order.",,,,,,,,,,,,,,,lb
hand-stamped-i-rescued-them-id-tag,,,,,,,,"""i  rescued them""",,No Charm,,Add Birthstone,IRESCUEDTHEM-TAG-1001,56,shopify,1,deny,manual,15,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/IRESCUEDTHEM-TAG-1000_IMG2_5b2fd468-85d9-4279-b55a-600af09edf1e.jpeg?v=1426894618,,,,,,,,,,,,,,,,,,,lb
hand-stamped-i-rescued-them-id-tag,,,,,,,,"""i  rescued them""",,Add Charm,,No Birthstone,IRESCUEDTHEM-TAG-1002,56,shopify,1,deny,manual,15,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/IRESCUEDTHEM-TAG-1000_IMG3_c11e7117-4491-411f-bb2d-b51d8210f906.jpeg?v=1426894618,,,,,,,,,,,,,,,,,,,lb
hand-stamped-i-rescued-them-id-tag,,,,,,,,"""i  rescued them""",,Add Charm,,Add Birthstone,IRESCUEDTHEM-TAG-1003,56,shopify,1,deny,manual,18,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/IRESCUEDTHEM-TAG-1000_IMG4_015954a2-a332-4fca-a197-1bfe73f1b07d.jpeg?v=1426894618,,,,,,,,,,,,,,,,,,,lb
hand-stamped-i-rescued-them-id-tag,,,,,,,,"""i  rescued him""",,No Charm,,No Birthstone,IRESCUEDTHEM-TAG-1004,56,shopify,1,deny,manual,12,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/IRESCUEDTHEM-TAG-1000_IMG5_57497cd7-62ce-4602-9393-9734a98c91b6.jpeg?v=1426894618,,,,,,,,,,,,,,,,,,,lb
hand-stamped-i-rescued-them-id-tag,,,,,,,,"""i  rescued him""",,No Charm,,Add Birthstone,IRESCUEDTHEM-TAG-1005,56,shopify,1,deny,manual,15,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
hand-stamped-i-rescued-them-id-tag,,,,,,,,"""i  rescued him""",,Add Charm,,No Birthstone,IRESCUEDTHEM-TAG-1006,56,shopify,1,deny,manual,15,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
hand-stamped-i-rescued-them-id-tag,,,,,,,,"""i  rescued him""",,Add Charm,,Add Birthstone,IRESCUEDTHEM-TAG-1007,56,shopify,1,deny,manual,18,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
hand-stamped-i-rescued-them-id-tag,,,,,,,,"""i  rescued her""",,No Charm,,No Birthstone,IRESCUEDTHEM-TAG-1008,56,shopify,1,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
hand-stamped-i-rescued-them-id-tag,,,,,,,,"""i  rescued her""",,No Charm,,Add Birthstone,IRESCUEDTHEM-TAG-1009,56,shopify,1,deny,manual,15,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
hand-stamped-i-rescued-them-id-tag,,,,,,,,"""i  rescued her""",,Add Charm,,No Birthstone,IRESCUEDTHEM-TAG-1010,56,shopify,1,deny,manual,15,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
hand-stamped-i-rescued-them-id-tag,,,,,,,,"""i  rescued her""",,Add Charm,,Add Birthstone,IRESCUEDTHEM-TAG-1011,56,shopify,1,deny,manual,18,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
custom-cuff-bangle-bracelet-silver-or-gold-add-your-pets-name,Custom Cuff Bangle Bracelet - Add Your Pet's name - Silver or Gold,"This listing is for one custom bangle, personalized with your pet's name. Can include up to 6 pets. It is 6"" long and 1/4"" wide. It can easily be molded for proper fit. It is available in silver (aluminum) and gold (brass).<br><br>Please include your pet(s) name(s) and choose the metal that you'd like from the menu. <br><br>TLP (The Loving Paw) is stamped on the inside of the bangle to remind you that a portion of your purchase went to charity!<br><br>If there is something that you would like that you don't see, please feel free to message me. I would be happy to work with you to create a custom piece.<br><br>",The Loving Paw,Bangle,Bangle,TRUE,Color,Silver,Add-on a Charm (+ $3.00),No Charm,Add Swarovski Crystal Birthstone Charm (+ $3.00),No Birthstone,PETSNAME-BANGLE-1000,56,shopify,15,deny,manual,14,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/PETSNAME-BANGLE-1000_IMG1_501df027-de73-42b8-bd08-4c2ec093f40c.jpeg?v=1426894622,,FALSE,Hand Stamped Bangle with Pet Name and Phone Number Stamping. Personalize Your Own Today! ,"The Loving Paw's Stylish Hand Stamped, Customizable, Bangles Reflect Your Support of Animal Rescue Organizations With Your Order.",,,,,,,,,,,,,,,lb
custom-cuff-bangle-bracelet-silver-or-gold-add-your-pets-name,,,,,,,,Silver,,No Charm,,Add Birthstone,PETSNAME-BANGLE-1001,56,shopify,15,deny,manual,17,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/PETSNAME-BANGLE-1000_IMG2_4d649183-89f4-4f6c-93de-fa8ab911df9d.jpeg?v=1426894622,,,,,,,,,,,,,,,,,,,lb
custom-cuff-bangle-bracelet-silver-or-gold-add-your-pets-name,,,,,,,,Silver,,Add Charm,,No Birthstone,PETSNAME-BANGLE-1002,56,shopify,15,deny,manual,17,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/PETSNAME-BANGLE-1000_IMG3_b1811cc3-a9e1-4caa-a93c-9a43c5ccf509.jpeg?v=1426894622,,,,,,,,,,,,,,,,,,,lb
custom-cuff-bangle-bracelet-silver-or-gold-add-your-pets-name,,,,,,,,Silver,,Add Charm,,Add Birthstone,PETSNAME-BANGLE-1003,56,shopify,15,deny,manual,20,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/PETSNAME-BANGLE-1000_IMG4_1553a114-f3a9-43c6-9b65-ca563d8b35ec.jpeg?v=1426894622,,,,,,,,,,,,,,,,,,,lb
custom-cuff-bangle-bracelet-silver-or-gold-add-your-pets-name,,,,,,,,Gold,,No Charm,,No Birthstone,PETSNAME-BANGLE-1004,56,shopify,15,deny,manual,14,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/PETSNAME-BANGLE-1000_IMG5_07d97146-ad52-4d2d-b4e8-c0919632216d.jpeg?v=1426894622,,,,,,,,,,,,,,,,,,,lb
custom-cuff-bangle-bracelet-silver-or-gold-add-your-pets-name,,,,,,,,Gold,,No Charm,,Add Birthstone,PETSNAME-BANGLE-1005,56,shopify,15,deny,manual,17,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
custom-cuff-bangle-bracelet-silver-or-gold-add-your-pets-name,,,,,,,,Gold,,Add Charm,,No Birthstone,PETSNAME-BANGLE-1006,56,shopify,15,deny,manual,17,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
custom-cuff-bangle-bracelet-silver-or-gold-add-your-pets-name,,,,,,,,Gold,,Add Charm,,Add Birthstone,PETSNAME-BANGLE-1007,56,shopify,15,deny,manual,20,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
custom-cuff-bangle-bracelet-silver-or-gold-rescue-or-adopt,Custom Cuff Bangle Bracelet - Silver or Gold - Rescue & Adopt,"This listing is for one custom hand stamped bracelet to promote animal rescue! Please choose between gold (brass) or silver (aluminum). Also, include exactly what you'd like the cuff to say in the notes at check out. If not, the design in picture 1 will be used.<br><br>The most popular choices are:<br>1. Rescue<br>2. Adopt<br> <br>Bangle is 6"" long and 1/4"" wide. It can easily be molded for proper fit.<br><br>TLP (The Loving Paw) is stamped on the inside of the bangle to remind you that a proceed of your purchase went to help animals in need!<br><br>Gift wrapping for this item is available here:<br><a href=""http://www.etsy.com/listing/153027723/gift-wrapping-add-on?ref=shop_home_active"" target=""_blank"">http://www.etsy.com/listing/153027723/gift-wrapping-add-on?ref=shop_home_active</a>",The Loving Paw,Bangle,Bangle,TRUE,Select Color,Silver,Add-on a Charm (+ $3.00),No Charm,Add Swarovski Crystal Birthstone Charm (+ $3.00),No Birthstone,RESCUENADOPT-BANGLE-1000,54,shopify,11,deny,manual,12,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/RESCUENADOPT-BANGLE-1000_IMG1_14d865fc-8ca0-4af4-b155-e49800364776.jpeg?v=1426894625,,FALSE,Hand Stamped 'rescue' or 'adopt' Bangle. Personalize Your Own Today! ,"The Loving Paw's Stylish Hand Stamped, Customizable, Bangles Reflect Your Support of Animal Rescue Organizations With Your Order.",,,,,,,,,,,,,,,lb
custom-cuff-bangle-bracelet-silver-or-gold-rescue-or-adopt,,,,,,,,Silver,,No Charm,,Add Birthstone,RESCUENADOPT-BANGLE-1001,54,shopify,11,deny,manual,15,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/RESCUENADOPT-BANGLE-1000_IMG2_ad848e27-96f2-4cbe-8b93-4b665c8778cc.jpeg?v=1426894625,,,,,,,,,,,,,,,,,,,lb
custom-cuff-bangle-bracelet-silver-or-gold-rescue-or-adopt,,,,,,,,Silver,,Add Charm,,No Birthstone,RESCUENADOPT-BANGLE-1002,54,shopify,11,deny,manual,15,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/RESCUENADOPT-BANGLE-1000_IMG3_211ace35-fa23-4a4d-853c-d7e0227be8bc.jpeg?v=1426894625,,,,,,,,,,,,,,,,,,,lb
custom-cuff-bangle-bracelet-silver-or-gold-rescue-or-adopt,,,,,,,,Silver,,Add Charm,,Add Birthstone,RESCUENADOPT-BANGLE-1003,54,shopify,11,deny,manual,18,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
custom-cuff-bangle-bracelet-silver-or-gold-rescue-or-adopt,,,,,,,,Gold,,No Charm,,No Birthstone,RESCUENADOPT-BANGLE-1004,54,shopify,11,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
custom-cuff-bangle-bracelet-silver-or-gold-rescue-or-adopt,,,,,,,,Gold,,No Charm,,Add Birthstone,RESCUENADOPT-BANGLE-1005,54,shopify,11,deny,manual,15,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
custom-cuff-bangle-bracelet-silver-or-gold-rescue-or-adopt,,,,,,,,Gold,,Add Charm,,No Birthstone,RESCUENADOPT-BANGLE-1006,54,shopify,11,deny,manual,15,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
custom-cuff-bangle-bracelet-silver-or-gold-rescue-or-adopt,,,,,,,,Gold,,Add Charm,,Add Birthstone,RESCUENADOPT-BANGLE-1007,54,shopify,11,deny,manual,18,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
tag-line-id-tag-bitches-love-me,Tag Line ID Tag - Bitches Love Me,"<span>This listing is for one aluminum pet tag with a tag line. It is 1.25"" and extremely light weight for your pet's comfort. Please choose the design &amp; shape that you like from the menu. If you don't choose one, we will use the design shown in picture 1.</span><br><br><span>If you see another font or shape that you like, we are happy to custom make anything for you. Feel free to use your own creative tagline too!</span><br><br>",The Loving Paw,ID Tag,ID Tag,TRUE,Add Custom Stamping (+ $3.00),No Stamping,Add-on a Charm (+ $3.00),No Charm,Add Swarovski Crystal Birthstone Charm (+ $3.00),No Birthstone,BITCHESLVME-TAG-1000,56,shopify,2,deny,manual,10,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/BITCHESLVME-TAG-1000_IMG1_f337da96-a35e-45e9-9f0c-5773d71ddf4f.jpeg?v=1426894627,,FALSE,Hand Stamped Customizable 'BITCHES LOVE ME' Pet ID Tag. Personalize Your Own Today! ,"The Loving Paw's Assortment of Hand Stamped, Customizable, Tag Line ID's Will Adorn Your Pet While Supporting Animal Rescue Organizations With Every Order.",,,,,,,,,,,,,,,lb
tag-line-id-tag-bitches-love-me,,,,,,,,No Stamping,,No Charm,,Add Birthstone,BITCHESLVME-TAG-1001,56,shopify,2,deny,manual,13,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/BITCHESLVME-TAG-1000_IMG2_35c57128-a6d2-453d-a2be-65a5a9cc96ec.jpeg?v=1426894627,,,,,,,,,,,,,,,,,,,lb
tag-line-id-tag-bitches-love-me,,,,,,,,No Stamping,,Add Charm,,No Birthstone,BITCHESLVME-TAG-1002,56,shopify,2,deny,manual,13,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/BITCHESLVME-TAG-1000_IMG3_99da0a78-01ae-41a2-b74f-f57fefa49e52.jpeg?v=1426894627,,,,,,,,,,,,,,,,,,,lb
tag-line-id-tag-bitches-love-me,,,,,,,,No Stamping,,Add Charm,,Add Birthstone,BITCHESLVME-TAG-1003,56,shopify,2,deny,manual,16,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/BITCHESLVME-TAG-1000_IMG4_99d73e9c-b937-4514-b48c-3fce6cbb695a.jpeg?v=1426894627,,,,,,,,,,,,,,,,,,,lb
tag-line-id-tag-bitches-love-me,,,,,,,,Add Stamping,,No Charm,,No Birthstone,BITCHESLVME-TAG-1004,56,shopify,2,deny,manual,13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
tag-line-id-tag-bitches-love-me,,,,,,,,Add Stamping,,No Charm,,Add Birthstone,BITCHESLVME-TAG-1005,56,shopify,2,deny,manual,16,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
tag-line-id-tag-bitches-love-me,,,,,,,,Add Stamping,,Add Charm,,No Birthstone,BITCHESLVME-TAG-1006,56,shopify,2,deny,manual,16,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
tag-line-id-tag-bitches-love-me,,,,,,,,Add Stamping,,Add Charm,,Add Birthstone,BITCHESLVME-TAG-1007,56,shopify,2,deny,manual,19,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
tag-line-id-small-tag-princess,Tag Line ID Small Tag - Princess,"<span>This listing is for one lightweight aluminum pet tag that says 'princess'. Please choose the symbol that you'd like from the menu. If you do not choose one, we will use the one shown in picture 1. This tag can be made in XS (3/4"") or Small (1""). </span><br><br><span>Feel free to use your own tag line too!</span><br><br><span>If you see other fonts or shapes that you like, we are happy to work with you.</span><br><br>",The Loving Paw,ID Tag,ID Tag,TRUE,Add Custom Stamping (+ $3.00),No Stamping,Add-on a Charm (+ $3.00),No Charm,Add Swarovski Crystal Birthstone Charm (+ $3.00),No Birthstone,PRINCESS-TAG-1000,56,shopify,9,deny,manual,8,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/PRINCESS-TAG-1000_IMG1_df2f74cf-54cc-4b40-a92f-909f531eedff.jpeg?v=1426894632,,FALSE,Hand Stamped Customizable 'PRINCESS' Pet ID Tag. Personalize Your Own Today! ,"The Loving Paw's Assortment of Hand Stamped, Customizable, Tag Line ID's Will Adorn Your Pet While Supporting Animal Rescue Organizations With Every Order.",,,,,,,,,,,,,,,lb
tag-line-id-small-tag-princess,,,,,,,,No Stamping,,No Charm,,Add Birthstone,PRINCESS-TAG-1001,56,shopify,9,deny,manual,11,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/products/PRINCESS-TAG-1000_IMG2_4b233895-ec17-473f-868f-657ca0b4f7e8.jpeg?v=1426894632,,,,,,,,,,,,,,,,,,,lb
tag-line-id-small-tag-princess,,,,,,,,No Stamping,,Add Charm,,No Birthstone,PRINCESS-TAG-1002,56,shopify,9,deny,manual,11,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
